Day,Hour,Category,Timespent,Month
30,16,Voice Chat,2115,12
30,16,Writing,107,12
30,17,Browsers,14,12
30,17,Calendars,77,12
30,17,Email,914,12
30,17,General Business,18,12
30,17,General Reference & Learning,202,12
30,17,General Utilities,57,12
30,17,Professional Networking,3,12
30,17,Search,6,12
30,17,Uncategorized,84,12
30,17,Voice Chat,799,12
30,17,Writing,25,12
30,18,Browsers,29,12
30,18,Email,286,12
30,18,Engineering & Technology,157,12
30,18,Games,1,12
30,18,General Business,69,12
30,18,General News & Opinion,1,12
30,18,General Reference & Learning,267,12
30,18,General Shopping,25,12
30,18,General Software Development,8,12
30,18,General Utilities,11,12
30,18,Professional Networking,33,12
30,18,Project Management,14,12
30,18,Science & Technology,31,12
30,18,Search,82,12
30,18,Uncategorized,1119,12
30,18,Voice Chat,36,12
30,18,Writing,4,12
30,19,Browsers,108,12
30,19,Email,98,12
30,19,Engineering & Technology,39,12
30,19,Games,1341,12
30,19,General Reference & Learning,24,12
30,19,General Social Networking,1,12
30,19,General Utilities,102,12
30,19,Project Management,54,12
30,19,Search,13,12
30,19,Uncategorized,64,12
30,19,Writing,63,12
30,20,Browsers,10,12
30,20,Email,262,12
30,20,Games,9,12
30,20,General News & Opinion,1,12
30,20,General Social Networking,545,12
30,20,Uncategorized,7,12
30,21,Browsers,30,12
30,21,Email,62,12
30,21,Engineering & Technology,64,12
30,21,General Entertainment,7,12
30,21,General News & Opinion,827,12
30,21,General Reference & Learning,32,12
30,21,General Social Networking,434,12
30,21,General Utilities,43,12
30,21,Intelligence,195,12
30,21,Marketing,90,12
30,21,Search,404,12
30,21,Uncategorized,614,12
30,21,Video,78,12
30,21,Writing,716,12
30,22,Browsers,13,12
30,22,Calendars,84,12
30,22,Email,189,12
30,22,Engineering & Technology,438,12
30,22,General News & Opinion,26,12
30,22,General Reference & Learning,21,12
30,22,General Shopping,37,12
30,22,General Software Development,164,12
30,22,General Utilities,45,12
30,22,Intelligence,9,12
30,22,Search,117,12
30,22,Uncategorized,206,12
30,22,Writing,2249,12
30,23,Browsers,3,12
30,23,Calendars,14,12
30,23,Email,191,12
30,23,Engineering & Technology,164,12
30,23,General Business,89,12
30,23,General Entertainment,145,12
30,23,General Reference & Learning,34,12
30,23,General Social Networking,161,12
30,23,General Software Development,53,12
30,23,General Utilities,3,12
30,23,Intelligence,372,12
30,23,Search,11,12
30,23,Uncategorized,399,12
30,23,Writing,1957,12
