Day,Hour,Activity,Timespent,Month
23,21,greatnortherncatskills.com,423,11
23,21,movierulz.to,1,11
23,21,oyster.com,587,11
23,21,quizlet.com,12,11
23,21,roomenigma.com,93,11
23,21,thegrahamandco.com,233,11
23,21,visitthecatskills.com,71,11
23,21,www-154g.bookeo.com,45,11
23,22,delivery.com,125,11
23,22,embedrip.com,145,11
23,22,embedscr.com,10,11
23,22,embedzone.com,3,11
23,22,enterprise.com,28,11
23,22,facebook.com,68,11
23,22,movierulz.to,316,11
23,22,nowvideo.sx,4,11
23,23,Windows Explorer,229,11
23,23,embedrip.com,503,11
23,23,newclasses.nyu.edu,311,11
24,0,Windows Explorer,1,11
24,0,embedrip.com,365,11
24,0,movierulz.to,2,11
24,15,Windows Explorer,180,11
24,15,drive.google.com,4,11
24,15,newclasses.nyu.edu,6,11
24,15,system idle process,14,11
24,16,Gmail,8,11
24,16,MS Excel,5,11
24,16,drive.google.com,77,11
24,16,eclipse,18,11
24,16,system idle process,6,11
24,18,127.0.0.1:51862,20,11
24,18,127.0.0.1:51924,12,11
24,18,Command Prompt,39,11
24,18,Desktop Window Manager,4,11
24,18,Gmail,178,11
24,18,Google Chrome,12,11
24,18,MS Excel,659,11
24,18,NotePad++,25,11
24,18,NotePad,30,11
24,18,Windows Explorer,592,11
24,18,animateddata.co.uk,28,11
24,18,brackets,871,11
24,18,c:,180,11
24,18,charts.animateddata.co.uk,202,11
24,18,datavisualization.fr,10,11
24,18,eclipse,16,11
24,18,github.com,314,11
24,18,google.com,16,11
24,18,groups.google.com,34,11
24,18,gup,3,11
24,18,prcweb.co.uk,12,11
24,18,rescuetime.com,165,11
24,18,searchui,9,11
24,18,system idle process,15,11
24,19,127.0.0.1:51924,595,11
24,19,Google Chrome,43,11
24,19,NotePad,17,11
24,19,Windows Explorer,49,11
24,19,brackets,2299,11
24,19,d3noob.org,24,11
24,19,google.com,163,11
24,19,groups.google.com,73,11
24,19,jasonheppler.org,40,11
24,19,okfnlabs.org,23,11
24,19,stackoverflow.com,113,11
24,19,w3schools.com,153,11
24,20,127.0.0.1:51924,9,11
24,20,brackets,172,11
24,20,google.com,99,11
24,20,onlinemovies.pro,1,11
24,20,stackoverflow.com,119,11
24,20,w3schools.com,5,11
24,22,127.0.0.1:51924,3,11
24,22,adv.videomega.tv,2,11
24,22,brackets,1,11
24,22,download.filmfanatic.com,3,11
24,22,filmon-network.com,2,11
24,22,filmon.com,3,11
24,22,geniusboxmovies.com,4,11
24,22,genvideos.org,52,11
24,22,google.com,221,11
24,22,groups.google.com,28,11
24,22,onclickads.net,1,11
24,22,onlinemovies.pro,287,11
24,22,putlocker.ms,11,11
24,22,youtube.com,60,11
24,22,youtube,3,11
24,23,extensions,7,11
24,23,filmon.com,4,11
24,23,onlinemovies.pro,28,11
24,23,settings,19,11
24,23,youtube.com,4,11
25,0,ad.directrev.com,2,11
25,0,cdviewer,2,11
25,0,onlinemovies.pro,3,11
25,0,youtube.com,217,11
25,1,Blank Web Browser,4,11
25,1,Citrix Client,4,11
25,1,cdviewer,820,11
25,1,eclipse,1,11
25,1,google.co.in,25,11
25,1,newtab,4,11
25,1,vdi.its.nyu.edu,58,11
25,1,vpndownloader,7,11
25,1,vpnui,64,11
25,1,wfcrun32,4,11
25,1,youtube.com,576,11
25,15,Desktop Window Manager,6,11
25,15,Gmail,51,11
25,15,Windows Explorer,153,11
25,15,brackets,26,11
25,15,drive.google.com,90,11
25,15,eclipse,2002,11
25,15,google.co.in,18,11
25,15,localhost:8080,1,11
25,15,mysqlworkbench,192,11
25,15,system idle process,26,11
25,16,Gmail,5,11
25,16,eclipse,1569,11
25,16,google.co.in,5,11
25,16,localhost:8080,1164,11
25,16,mysqlworkbench,15,11
26,1,Gmail,315,11
26,1,Windows Explorer,212,11
26,1,avastui,146,11
26,1,biorobotics.ri.cmu.edu,48,11
26,1,email.nyu.edu,7,11
26,1,google.co.in,144,11
26,1,google.com,104,11
26,1,natureofcode.com,109,11
26,1,shellexperiencehost,29,11
26,1,system idle process,3,11
26,1,youtube.com,28,11
26,15,Desktop Window Manager,13,11
26,15,Gmail,104,11
26,15,animeonhand.com,1,11
26,15,drive.google.com,74,11
26,15,eclipse,58,11
26,15,mysqlworkbench,102,11
26,15,newclasses.nyu.edu,103,11
26,15,searchui,9,11
26,15,shibboleth.nyu.edu,18,11
27,6,amazon.com,3,11
27,6,animeonhand.com,374,11
27,6,google.co.in,70,11
27,6,newclasses.nyu.edu,22,11
27,6,shibboleth.nyu.edu,4,11
27,16,amazon.com,837,11
27,16,genvideos.org,1,11
27,16,google.co.in,21,11
27,16,images-na.ssl-images-amazon.com,4,11
27,16,system idle process,4,11
27,17,amazon.com,16,11
27,17,genvideos.org,118,11
27,17,google.com,7,11
27,20,cinema.solarmovie.ph,56,11
27,20,extensions,6,11
27,20,genvideos.org,235,11
27,20,google.com,41,11
27,20,settings,8,11
27,20,solarmovie.ph,22,11
27,21,solarmovie.ph,710,11
27,22,amazon.com,9,11
27,22,en.wikipedia.org,2,11
27,22,genvideos.org,160,11
27,23,en.wikipedia.org,148,11
27,23,google.com,38,11
27,23,gorillavid.in,57,11
27,23,thewatchseries.to,44,11
28,0,gorillavid.in,70,11
28,1,gorillavid.in,44,11
28,2,gorillavid.in,252,11
28,3,gorillavid.in,1244,11
28,4,gorillavid.in,55,11
28,5,gorillavid.in,1612,11
28,6,gorillavid.in,3342,11
28,7,gorillavid.in,835,11
28,16,Blank Web Browser,9,11
28,16,google.co.in,48,11
28,16,gorillavid.in,201,11
28,16,static.servingit.co,3,11
28,16,systemstimulate.com,21,11
28,16,thevideo.me,35,11
28,16,thewatchseries.to,66,11
28,16,watchtvseries.se,46,11
28,16,youtube.com,24,11
28,17,Windows Explorer,64,11
28,17,carnival.com,99,11
28,17,expedia.com,9,11
28,17,google.com,61,11
28,17,thevideo.me,569,11
28,17,watchtvseries.se,124,11
28,17,youtube.com,2,11
29,0,google.com,74,11
29,0,newtab,37,11
29,0,youtube.com,1525,11
29,1,spacemov.com,7,11
29,1,youtube.com,1224,11
29,3,Blank Web Browser,4,11
29,3,Google Chrome,8,11
29,3,embedscr.com,29,11
29,3,en.wikipedia.org,212,11
29,3,google.com,135,11
29,3,hulu.com,34,11
29,3,movierulz.com,4,11
29,3,movierulz.to,35,11
29,3,spacemov.com,434,11
29,3,watchtvseries.se,35,11
